reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
K-8202,West Whitlock State Recreation Area,45.0481,-100.266,DN95ub,US-SD,2,2,45,0,0
K-8203,Cape Henry National Memorial,36.9281,-76.0083,FM16xw,US-VA,20,20,573,0,0
K-8204,Yorktown National Battlefield,37.2393,-76.5106,FM17rf,US-VA,32,32,1642,0,0
K-8205,Kangaroo Lake State Natural Area,45.055,-87.1725,EN65jb,US-WI,9,7,130,0,0
K-8206,Meridian Park State Natural Area,45.0045,-87.1667,EN65ka,US-WI,5,5,104,0,0
K-8208,Shaw Marsh State Wildlife Area,43.4155,-88.8262,EN53oj,US-WI,10,10,429,0,0
K-8209,Dewy Marsh State Natural Area,44.6569,-89.5502,EN54fp,US-WI,8,8,223,0,0
K-8210,Bark Bay Slough State Natural Area,46.8496,-91.2016,EN46ju,US-WI,5,4,77,0,0
K-8211,Bear Beach State Natural Area,46.7151,-91.7283,EN46dr,US-WI,5,5,243,0,0
K-8213,Belden Swamp State Natural Area,46.3625,-92.165,EN36wi,US-WI,5,5,116,0,0
K-8214,Empire Swamp State Natural Area,46.3163,-92.0684,EN36xh,US-WI,3,3,79,0,0
K-8215,Erickson Creek Forest State Natural Area,46.4172,-92.0252,EN36xk,US-WI,3,3,67,0,0
K-8216,Osceola Bedrock Glades State Natural Area,45.349,-92.6825,EN35pi,US-WI,13,12,353,0,0
K-8217,Casey Lake State Wildlife Area,45.0477,-92.4132,EN35tb,US-WI,5,5,127,0,0
K-8218,Hortonville Bog State Natural Area,44.3893,-88.6818,EN54pj,US-WI,13,13,846,0,0
K-8219,Jackson Marsh State Natural Area,43.3367,-88.1223,EN53wi,US-WI,13,13,466,0,0
K-8220,Turtle Flambeau Flowage State Wilderness Area,46.0751,-90.1799,EN46vb,US-WI,11,11,576,0,0
K-8221,Chippewa River State Trail,44.7515,-91.6746,EN44ds,US-WI,77,76,3272,0,0
K-8222,Red Cedar State Trail,44.7747,-91.935,EN44as,US-WI,14,11,453,0,0
K-8223,Old Abe State Trail,44.9846,-91.3414,EN44hx,US-WI,39,38,1038,0,0
K-8224,Lower Chippewa River State Natural Area,44.7555,-91.6738,EN44ds,US-WI,13,12,531,0,0
K-8225,Badfish Creek State Wildlife Area,42.88,-89.2764,EN52iv,US-WI,14,13,835,0,0
K-8226,Upchurch Lake State Fishing Lake,35.0354,-79.2065,FM05ja,US-NC,61,56,6608,0,0
K-8227,Jemez National Recreation Area,35.6802,-106.737,DM65pq,US-NM,12,8,246,0,0
K-8228,Fort Stanton Snowy River National Conservation Area,33.4955,-105.525,DM73fl,US-NM,10,10,281,0,0
K-8229,Brickyard Hill State Conservation Area,40.475,-95.5839,EN20el,US-MO,6,6,161,0,0
K-8230,Corning State Conservation Area,40.2528,-95.4909,EN20gg,US-MO,2,2,28,0,0
K-8231,Deroin Bend State Conservation Area,40.2798,-95.5488,EN20fg,US-MO,2,2,36,0,0
K-8232,Lower Hamburg Bend State Conservation Area,40.5846,-95.7554,EN20co,US-MO,2,2,57,0,0
K-8233,Rush Bottoms State Conservation Area,40.1026,-95.3955,EN20hc,US-MO,2,2,37,0,0
K-8234,Star School Hill Prairie State Conservation Area,40.5605,-95.6342,EN20en,US-MO,6,6,137,0,0
K-8235,Wolf Creek Bend State Conservation Area,39.908,-95.1618,EM29kv,US-MO,2,2,34,0,0
K-8236,B.K. Leach Memorial State Conservation Area,39.1077,-90.6971,EM49pc,US-MO,7,6,215,0,0
K-8237,Bee Creek State Conservation Area,39.5672,-94.7812,EM29on,US-MO,13,13,452,0,0
K-8238,Bethel Prairie State Conservation Area,37.4002,-94.3733,EM27tj,US-MO,9,9,222,0,0
K-8239,Black Island State Conservation Area,36.2557,-89.702,EM56dg,US-MO,9,9,315,0,0
K-8240,Bonanza State Conservation Area,39.6259,-93.9517,EM39ap,US-MO,17,17,681,0,0
K-8241,Bristow State Conservation Area,37.7964,-94.256,EM27ut,US-MO,8,8,277,0,0
K-8242,Buffalo Wallow State Conservation Area,37.618,-94.2995,EM27uo,US-MO,8,8,196,0,0
K-8243,Bunch Hollow State Conservation Area,39.5811,-93.5852,EM39en,US-MO,6,5,124,0,0
K-8244,Caney State Conservation Area,36.6772,-92.393,EM36tq,US-MO,3,3,52,0,0
K-8245,Clear Creek State Conservation Area,37.6308,-94.226,EM27vp,US-MO,6,6,146,0,0
K-8246,Cuivre Island State Conservation Area,38.9138,-90.6689,EM48pv,US-MO,10,9,174,0,0
K-8247,Dorris Creek Prairie State Conservation Area,37.382,-94.2276,EM27vj,US-MO,8,8,232,0,0
K-8248,Fourche Creek State Conservation Area,36.5104,-91.0245,EM46lm,US-MO,4,4,73,0,0
K-8249,Girvin State Conservation Area,36.3557,-89.5551,EM56fi,US-MO,4,4,74,0,0
K-8251,Honey Creek State Conservation Area,39.9516,-94.965,EM29mw,US-MO,3,3,84,0,0
K-8252,Ketcherside Mountain State Conservation Area,37.5529,-90.6793,EM47pn,US-MO,5,5,109,0,0
K-8253,Little Compton Lake State Conservation Area,39.5444,-93.2812,EM39in,US-MO,6,6,256,0,0
K-8254,Mincy State Conservation Area,36.5521,-93.1083,EM36kn,US-MO,17,15,454,0,0
K-8255,Mo-No-I Prairie State Conservation Area,37.5466,-94.3707,EM27tn,US-MO,6,6,170,0,0
K-8256,Monkey Mountain State Conservation Area,39.9372,-94.999,EM29mw,US-MO,2,2,45,0,0
K-8257,Osage Prairie State Conservation Area,37.7697,-94.3402,EM27ts,US-MO,9,9,180,0,0
K-8258,Pa Sole Prairie State Conservation Area,37.4158,-94.2076,EM27vj,US-MO,8,8,218,0,0
K-8259,Pelican Island State Conservation Area,38.86,-90.2728,EM48uu,US-MO,15,14,922,0,0
K-8260,Ranacker State Conservation Area,39.4654,-91.2904,EM49il,US-MO,9,9,321,0,0
K-8261,Redwing Prairie State Conservation Area,37.5483,-94.4249,EM27sn,US-MO,5,5,128,0,0
K-8262,Riverbreaks State Conservation Area,39.9379,-95.1297,EM29kw,US-MO,3,3,59,0,0
K-8263,Treaty Line State Conservation Area,37.4694,-94.2153,EM27vl,US-MO,9,9,287,0,0
K-8264,White Ranch State Conservation Area,36.5595,-91.8505,EM46bn,US-MO,3,3,62,0,0
K-8265,Worthwine Island State Conservation Area,39.8543,-94.9336,EM29mu,US-MO,9,9,151,0,0
K-8266,Yellow Creek State Conservation Area,39.5855,-93.2356,EM39jo,US-MO,6,6,80,0,0
K-8267,World Shooting Complex State Recreation Area,38.1872,-89.7554,EM58ce,US-IL,13,11,398,0,0
K-8268,Nishnabotna State Conservation Area,40.4597,-95.6656,EN20el,US-MO,3,3,70,0,0
K-8269,Funk Bottoms State Wildlife Area,40.7514,-82.1076,EN80ws,US-OH,20,20,863,0,1
K-8270,Killbuck Marsh State Wildlife Area,40.6992,-81.9775,EN90aq,US-OH,16,15,413,0,0
K-8271,Willard Marsh State Wildlife Area,41.011,-82.7804,EN81oa,US-OH,12,11,384,0,0
K-8272,Holdenville State Fish Hatchery,35.0246,-96.3691,EM15ta,US-OK,2,2,87,0,0
K-8273,Angel Peak Scenic National Recreation Area,36.5471,-107.861,DM66bn,US-NM,29,29,1359,0,0
K-8274,Risch State Conservation Area,37.6304,-94.211,EM27vp,US-MO,6,6,103,0,0
K-8275,Stoney Point Prairie State Conservation Area,37.537,-94.0223,EM27xm,US-MO,5,5,129,0,0
K-8276,Sky Prairie State Conservation Area,37.6957,-93.9465,EM37aq,US-MO,4,4,121,0,0
K-8277,Bluff Springs State Conservation Area,37.7859,-93.7614,EM37cs,US-MO,4,4,96,0,0
K-8278,Brush Creek State Conservation Area,37.8148,-93.6288,EM37et,US-MO,3,3,38,0,0
K-8279,Marion Bottoms State Conservation Area,38.8482,-92.2814,EM38uu,US-MO,3,3,104,0,0
K-8280,Three Creeks State Conservation Area,38.8482,-92.2814,EM38uu,US-MO,3,3,225,0,0
K-8281,Buford Mountain State Conservation Area,37.6804,-90.6926,EM47pq,US-MO,9,9,179,0,0
K-8282,University Forest State Conservation Area,36.895,-90.3963,EM46tv,US-MO,4,4,125,0,0
K-8283,Glenwood Archaeological State Historic Site,41.0292,-95.7447,EN21da,US-IA,10,10,310,0,0
K-8284,Birdsong State Conservation Area,37.8784,-93.7187,EM37dv,US-MO,4,4,96,0,0
K-8285,Little River State Conservation Area,36.2429,-89.9621,EM56af,US-MO,28,23,1039,0,0
K-8286,Hornersville State Conservation Area,36.045,-90.0934,EM46wb,US-MO,14,14,565,0,0
K-8287,Capitol State Park,44.3065,-69.7784,FN54ch,US-ME,5,5,142,0,0
K-8288,Colburn House State Historic Site,44.1981,-69.7538,FN54ce,US-ME,4,4,145,0,0
K-8289,Bible Point State Historic Site,45.939,-68.1347,FN55ww,US-ME,0,0,0,0,0
K-8290,Frye Mountain Wildlife Management Area,44.4785,-69.2341,FN54jl,US-ME,1,1,103,0,0
K-8291,Fort Knox State Historic Site,44.5661,-68.8032,FN54on,US-ME,2,2,119,0,0
K-8292,Lagrange to Medford State Trail,45.1219,-68.8169,FN55oc,US-ME,4,4,122,0,0
K-8293,Sapowet Marsh State Wildlife Area,41.5825,-71.2089,FN41jn,US-RI,26,25,1686,0,0
K-8294,Vandalia State House State Historic Site,38.9609,-89.094,EM58kx,US-IL,12,9,223,0,0
K-8295,Great Sand Dunes National Preserve,37.7335,-105.512,DM77fr,US-CO,6,5,172,0,0
K-8296,Karval Reservoir State Wildlife Area,38.7171,-103.505,DM88fr,US-CO,5,5,148,0,0
K-8297,Muggins Mountain Wilderness Area,32.7376,-114.264,DM22ur,US-AZ,22,19,712,0,0
K-8298,Mittry Lake Wildlife Area,32.819,-114.471,DM22st,US-AZ,30,25,1302,0,0
K-8299,Old Erie Canal State Historic Site,43.0539,-76.0005,FN13xb,US-NY,10,8,200,0,0
K-8300,Alabama Hills Scenic National Recreation Area,36.6022,-118.076,DM06xo,US-CA,17,17,401,0,0
K-8301,Ripgut Prairie State Conservation Area,38.1115,-94.3327,EM28uc,US-MO,8,8,159,0,0
K-8302,Old Town Access State Conservation Area,38.1427,-94.36,EM28td,US-MO,9,9,222,0,0
K-8303,Sloan Canyon National Conservation Area,35.9163,-115.126,DM25kv,US-NV,32,32,1530,0,0
K-8304,McGee Family State Conservation Area,39.5437,-94.4229,EM29sn,US-MO,8,8,148,0,0
K-8305,Darling State Park,44.5838,-71.8928,FN44bo,US-VT,8,8,189,0,0
K-8306,Lincoln's New Salem State Historic Site,39.9781,-89.8473,EM59bx,US-IL,16,15,441,0,0
K-8308,Pilot Knob State Conservation Area,36.5405,-93.5739,EM36fm,US-MO,11,11,261,0,0
K-8309,Dr Harry and Lina Berrier Memorial State Conservation Area,38.5375,-94.5092,EM28rm,US-MO,14,13,293,0,0
K-8310,Urich State Conservation Area,38.4826,-93.9563,EM38al,US-MO,8,8,186,0,0
K-8311,Humboldt State Wildlife Management Area,40.0434,-118.595,DN00qb,US-NV,12,12,312,0,0
K-8312,Gila Box Riparian National Conservation Area,32.8911,-109.479,DM52gv,US-AZ,15,15,1172,0,0
K-8313,Mountains to Sea State Trail,36.0466,-79.0112,FM06lb,US-NC,276,266,20842,0,1
K-8314,Pacific Palisades State Conservation Area,38.4771,-90.7154,EM48pl,US-MO,7,7,151,0,0
K-8315,Rockwoods State Conservation Area,38.5639,-90.6656,EM48qn,US-MO,17,16,434,0,0
K-8316,Scenic 7 Byway State Trail,34.9569,-93.1569,EM34kw,US-AR,40,40,788,0,0
K-8317,Village Creek Wildlife Management Area,35.7253,-91.1405,EM45kr,US-AR,12,12,330,0,0
K-8318,Roads End State Recreation Area,45.008,-124.009,CN75xa,US-OR,13,8,219,0,0
K-8319,Palisades Interstate State Park,40.953,-73.9207,FN30aw,"US-NJ,US-NY",114,108,4861,0,1
K-8320,Lincoln Tomb State Historic Site,39.8218,-89.6554,EM59et,US-IL,26,23,553,0,0
K-8321,Talimena Scenic Byway State Trail,34.655,-94.2869,EM24up,US-AR,19,18,559,0,0
K-8322,Mount Magazine Scenic Byway State Trail,35.1616,-93.6008,EM35ed,US-AR,13,11,349,0,0
K-8323,Ozark Highlands Scenic Byway State Trail,35.9613,-93.4045,EM35hx,US-AR,7,7,513,0,0
K-8325,Millerton Lake State Recreation Area,37.0186,-119.693,DM07da,US-CA,53,49,2175,0,0
K-8326,Apalachicola River State Conservation Area,30.1843,-85.0858,EM70ke,US-FL,5,5,406,0,0
K-8327,Blackwater River State Conservation Area,30.634,-87.0262,EM60lp,US-FL,12,9,290,0,0
K-8328,Chipola River State Conservation Area,30.5341,-85.1648,EM70km,US-FL,19,18,745,0,0
K-8329,Choctawhatchee & Holmes Creek State Conservation Area,30.5584,-85.9082,EM70bn,US-FL,6,6,218,0,0
K-8330,Econfina Creek State Conservation Area,30.4282,-85.6097,EM70ek,US-FL,8,8,390,0,0
K-8332,Escambia River State Conservation Area,30.76,-87.2905,EM60is,US-FL,6,6,358,0,0
K-8333,Garcon Point State Conservation Area,30.4705,-87.0838,EM60kl,US-FL,16,16,615,0,0
K-8334,Perdido River State Conservation Area,30.5513,-87.4224,EM60gn,US-FL,17,17,690,0,0
K-8335,Yellow River State Conservation Area,30.6543,-86.877,EM60np,US-FL,14,13,568,0,0
K-8336,Bayard State Conservation Area,29.9331,-81.6718,EL99dw,US-FL,4,4,170,0,0
K-8337,Black Creek Ravines State Conservation Area,30.0581,-81.8469,EM90bb,US-FL,8,8,315,0,0
K-8338,Blue Cypress State Conservation Area,27.6624,-80.6443,EL97qp,US-FL,30,30,1560,0,0
K-8339,Buck Lake State Conservation Area,28.6721,-80.9717,EL98mq,US-FL,11,11,447,0,0
K-8340,Canaveral Marshes State Conservation Area,28.5439,-80.8965,EL98nn,US-FL,29,28,1215,0,0
K-8341,Clark Bay State Conservation Area,29.0757,-81.2498,EL99jb,US-FL,15,15,430,0,0
K-8342,Crescent Lake State Conservation Area,29.3517,-81.4697,EL99gi,US-FL,9,9,298,0,0
K-8343,Deep Creek State Conservation Area,29.7064,-81.4836,EL99gq,US-FL,8,8,267,0,0
K-8344,Dunns Creek State Conservation Area,29.571,-81.5853,EL99en,US-FL,9,9,562,0,0
K-8345,Econlockhatchee Sandhills State Conservation Area,28.5876,-81.1558,EL98ko,US-FL,28,27,1112,0,0
K-8346,Emeralda Marsh State Conservation Area,28.9028,-81.7986,EL98cv,US-FL,33,33,1669,0,0
K-8347,Fellsmere Water Management Area State Conservation Area,27.8225,-80.6717,EL97pt,US-FL,56,55,3142,0,0
K-8348,Fort Drum Marsh State Conservation Area,27.641,-80.7671,EL97op,US-FL,34,34,1463,0,0
K-8349,Gourd Island State Conservation Area,30.0695,-81.5088,EM90fb,US-FL,13,13,276,0,0
K-8351,Heart Island State Conservation Area,29.2491,-81.3267,EL99if,US-FL,11,11,507,0,0
K-8352,Julington-Durbin Preserve State Conservation Area,30.1294,-81.5443,EM90fd,US-FL,18,18,489,0,0
K-8353,Lake Apopka North Shore State Conservation Area,28.6687,-81.5926,EL98eq,US-FL,60,59,2653,0,0
K-8354,Lake George State Conservation Area,29.3208,-81.5372,EL99fh,US-FL,9,9,358,0,0
K-8356,Lake Monroe State Conservation Area,28.8199,-81.1845,EL98jt,US-FL,60,59,3630,0,0
K-8357,Lake Norris State Conservation Area,28.9138,-81.5444,EL98fv,US-FL,42,42,1463,0,0
K-8358,Lochloosa Wildlife State Conservation Area,29.4949,-82.1293,EL89wl,US-FL,9,7,187,0,0
K-8360,Micco Water Management Area State Conservation Area,27.8621,-80.5217,EL97ru,US-FL,24,24,854,0,1
K-8361,Moses Creek State Conservation Area,29.7571,-81.2949,EL99is,US-FL,11,10,359,0,0
K-8362,Murphy Creek State Conservation Area,29.5702,-81.6601,EL99en,US-FL,9,9,260,0,0
K-8363,Gibraltar Rock State Natural Area,43.343,-89.6004,EN53ei,US-WI,7,6,318,0,0
K-8364,Ocklawaha Prairie Restoration Area State Conservation Area,29.0599,-81.9138,EL99bb,US-FL,13,13,427,0,0
K-8365,Orange Creek Restoration Area State Conservation Area,29.4304,-82.0632,EL89xk,US-FL,8,8,296,0,0
K-8366,Palm Bluff State Conservation Area,28.8885,-81.1396,EL98kv,US-FL,26,24,1501,0,0
K-8367,Pellicer Creek State Conservation Area,29.6369,-81.2668,EL99ip,US-FL,51,46,1394,0,0
K-8368,Rice Creek State Conservation Area,29.6833,-81.7329,EL99dq,US-FL,7,7,268,0,0
K-8369,River Lakes State Conservation Area,28.23,-80.8112,EL98of,US-FL,30,30,1525,0,0
K-8370,Seminole Ranch State Conservation Area,28.5689,-80.9963,EL98mn,US-FL,36,36,1628,0,1
K-8371,Silver Springs Forest State Conservation Area,29.2667,-82.0533,EL89xg,US-FL,16,16,420,0,0
K-8372,Stokes Landing State Conservation Area,30,-81.3609,EL99hx,US-FL,5,5,197,0,0
K-8373,Sunnyhill Restoration Area State Conservation Area,28.9918,-81.8078,EL98cx,US-FL,12,12,338,0,0
K-8374,Thomas Creek State Conservation Area,30.4866,-81.7859,EM90cl,US-FL,10,10,286,0,0
K-8375,Three Forks State Conservation Area,27.9824,-80.7549,EL97ox,US-FL,83,76,4932,0,2
K-8376,Twelve Mile Swamp State Conservation Area,29.915,-81.3781,EL99hv,US-FL,10,10,302,0,0
K-8378,Snakeden Hollow State Wildlife Area,41.0301,-90.0802,EN41xa,US-IL,13,12,491,0,0
K-8379,Spoon River State Forest,40.9487,-90.0774,EN40xw,US-IL,23,20,915,0,0
K-8380,Sahara Woods State Recreation Area,37.7224,-88.6767,EM57pr,US-IL,8,8,230,0,0
K-8381,Wellfleet Hollow State Campground State Recreation Area,41.9248,-70.006,FN41xw,US-MA,4,4,159,0,0
K-8382,Rehoboth State Forest,41.8885,-71.2118,FN41jv,US-MA,38,38,1440,0,0
K-8383,Wrentham State Forest,42.0428,-71.3244,FN42ib,US-MA,16,12,310,0,0
K-8384,Constitution Beach State Park,42.3831,-71.0119,FN42lj,US-MA,14,12,330,0,0
K-8385,Farnham-Connolly State Park,42.1675,-71.1674,FN42je,US-MA,16,16,480,0,0
K-8386,Fort Revere Park State Park,42.3054,-70.9122,FN42nh,US-MA,21,19,746,0,0
K-8387,Francis D. Martini Memorial Shell Park and Moynihan State Recreation Area,42.2448,-71.1265,FN42kf,US-MA,4,4,52,0,0
K-8388,Great Falls Discovery Center State Recreation Area,42.6102,-72.5576,FN32ro,US-MA,5,5,87,0,0
K-8389,Lake Dennison State Recreation Area,42.6517,-72.0798,FN32xp,US-MA,5,5,98,0,0
K-8390,Mystic Lakes State Park,42.4317,-71.1477,FN42kk,US-MA,31,30,1170,0,0
K-8391,Quabbin State Park,42.28,-72.3479,FN32tg,US-MA,56,54,1414,0,0
K-8392,South Cape Beach State Park,41.5533,-70.5077,FN41rn,US-MA,11,10,455,0,0
K-8393,Stodder's Neck & Abigail Adams State Park,42.2501,-70.9314,FN42mg,US-MA,19,16,339,0,0
K-8394,Ashuwillticook Rail Trail State Trail,42.562,-73.1592,FN32kn,US-MA,4,4,75,0,0
K-8395,Cape Cod Rail Trail State Trail,41.7502,-70.0714,FN41xs,US-MA,28,28,1117,0,0
K-8396,Nashua River Rail Trail State Trail,42.6358,-71.5783,FN42fp,"US-MA,US-NH",41,41,1527,0,0
K-8397,Norwottuck Rail Trail State Trail,42.3425,-72.5969,FN32qi,US-MA,18,18,335,0,0
K-8398,Southern New England Trunkline Trail State Trail,42.0589,-71.7141,FN42db,US-MA,14,13,256,0,0
K-8399,Alewife Brook State Reserve,42.3977,-71.1458,FN42kj,US-MA,30,30,1061,0,0
K-8400,Beaver Brook State Reserve,42.3927,-71.1987,FN42jj,US-MA,21,20,833,0,0
K-8401,Belle Isle Marsh State Reserve,42.3925,-70.9971,FN42mj,US-MA,9,9,263,0,0
K-8402,Blue Hills State Reserve,42.2145,-71.0959,FN42kf,US-MA,32,29,1124,0,1
K-8403,Breakheart State Reserve,42.4828,-71.029,FN42ll,US-MA,13,11,238,0,0
K-8404,Bristol Blake State State Reserve,42.1079,-71.3197,FN42ic,US-MA,12,12,600,0,0
K-8405,Charles River State Reserve,42.3648,-71.1377,FN42ki,US-MA,18,14,462,0,0
K-8406,Chestnut Hill State Reserve,42.3363,-71.1544,FN42ki,US-MA,7,7,158,0,0
K-8407,Cutler Park State Reserve,42.2962,-71.2142,FN42jh,US-MA,12,12,278,0,0
K-8408,Elm Bank State Reserve,42.2761,-71.303,FN42ig,US-MA,23,20,808,0,0
K-8409,Fort Phoenix State Reserve,41.6231,-70.906,FN41no,US-MA,48,45,1804,0,0
K-8410,Hammond Pond State Reserve,42.3221,-71.1744,FN42jh,US-MA,7,7,186,0,0
K-8411,Hemlock Gorge State Reserve,42.3141,-71.2293,FN42jh,US-MA,7,6,170,0,1
K-8412,Horseneck Beach State Reserve,41.502,-71.0417,FN41lm,US-MA,34,34,1360,0,0
K-8413,Jug End WMA State Reserve,42.1456,-73.4373,FN32gd,US-MA,6,6,160,0,0
K-8414,Middlesex Fells State Reserve,42.4505,-71.1047,FN42kk,US-MA,51,46,1858,0,0
K-8415,Mount Everett State Reserve,42.1063,-73.4322,FN32gc,US-MA,9,8,147,0,0
K-8416,Mount Sugarloaf State Reserve,42.4705,-72.592,FN32ql,US-MA,13,13,320,0,0
K-8417,Mount Tom State Reserve,42.2642,-72.6386,FN32qg,US-MA,33,33,986,0,0
K-8418,Mystic River State Reserve,42.4037,-71.0961,FN42kj,US-MA,36,33,1271,0,0
K-8419,Nantasket Beach State Reserve,42.2828,-70.8983,FN42ng,US-MA,8,8,276,0,0
K-8420,Nasketucket Bay State Reserve,41.63,-70.8457,FN41np,US-MA,10,10,272,0,0
K-8421,Neponset River State Reserve,42.2791,-71.0549,FN42lg,US-MA,6,6,184,0,0
K-8422,Pope John Paul II Park State Reserve,42.284,-71.0429,FN42lg,US-MA,14,13,398,0,0
K-8423,Purgatory Chasm State Reserve,42.129,-71.7136,FN42dd,US-MA,64,61,2637,0,0
K-8424,Quincy Quarries State Reserve,42.2433,-71.0364,FN42lf,US-MA,6,6,204,0,0
K-8425,Quincy Shores State Reserve,42.2772,-71.0105,FN42lg,US-MA,33,30,560,0,0
K-8426,Revere Beach State Reserve,42.4062,-70.9912,FN42mj,US-MA,5,5,189,0,0
K-8427,Rumney March State Reserve,42.4367,-70.9962,FN42mk,US-MA,3,3,118,0,0
K-8428,Salisbury Beach State Reserve,42.8321,-70.8217,FN42ot,US-MA,35,34,1535,0,0
K-8429,Sandy Point State Reserve,42.7043,-70.7816,FN42oq,US-MA,6,6,191,0,0
K-8430,Scusset Beach State Reserve,41.7787,-70.5123,FN41rs,US-MA,27,26,915,0,0
K-8431,Stony Brook State Reserve,42.2488,-71.1385,FN42kf,US-MA,4,4,91,0,0
K-8432,Walden Pond State Reserve,42.4401,-71.3358,FN42hk,US-MA,8,8,231,0,0
K-8433,Winthrop Shore State Reserve,42.3784,-70.9787,FN42mj,US-MA,2,2,31,0,0
K-8434,Big Spencer Mountain Ecological Reserve,45.7761,-69.4429,FN55gs,US-ME,1,1,57,0,0
K-8435,Bigelow State Preserve,45.1675,-70.2899,FN45ue,US-ME,3,3,117,0,0
K-8436,Bald Mountain Rangeley State Preserve,44.9486,-70.7725,FN44ow,US-ME,1,1,13,0,0
K-8437,Kennebec Highlands State Trail,44.5466,-69.9512,FN54an,US-ME,2,2,125,0,0
K-8438,Days Academy State Preserve,45.7343,-69.6935,FN55dr,US-ME,0,0,0,0,0
K-8439,Donnell Pond State Preserve,44.5984,-68.1585,FN54wo,US-ME,3,3,56,0,0
K-8440,Chamberlain Lake State Preserve,46.3013,-69.3481,FN56hh,US-ME,1,1,11,0,0
K-8441,Gero Island State Preserve,46.0759,-69.3794,FN56hb,US-ME,1,1,45,0,0
K-8442,Lobster Lake Property State Preserve,45.8415,-69.5453,FN55fu,US-ME,1,1,29,0,0
K-8443,Seboomook Lake Property State Preserve,45.913,-69.8059,FN55cv,US-ME,19,17,1699,0,0
K-8444,Moxie Falls Property State Preserve,45.3541,-69.94,FN55ai,US-ME,4,4,129,0,0
K-8445,Spectacle Pond - Delano Wildlife Management Area,45.3313,-69.5357,FN55fh,US-ME,12,12,330,0,0
K-8446,Sandy Point Wildlife Management Area,44.5224,-68.8142,FN54om,US-ME,3,3,337,0,1
K-8447,Steep Falls Wildlife Management Area,43.8307,-70.6062,FN43qt,US-ME,1,1,54,0,0
K-8448,Mt. Agamenticus Wildlife Management Area,43.223,-70.6922,FN43pf,US-ME,38,38,2381,0,0
K-8449,Little Ossippee Wildlife Management Area,43.7095,-70.6785,FN43pr,US-ME,1,1,96,0,0
K-8450,Merrymeeting Bay Wildlife Management Area,44.0336,-69.8345,FN54ba,US-ME,2,2,126,0,0
K-8451,Major Gregory Sanborn Wildlife Management Area,43.9828,-70.8997,FN43nx,US-ME,2,2,39,0,0
K-8452,Vernon S Walker Wildlife Management Area,43.6226,-70.8489,FN43no,US-ME,1,1,19,0,0
K-8453,Dickwood Lake Wildlife Management Area,47.0803,-68.684,FN57pb,US-ME,1,1,66,0,0
K-8454,Lt. Gordon Manuel Wildlife Management Area,46.0335,-67.8773,FN66ba,US-ME,0,0,0,0,0
K-8455,James Dorso (Ruffingham Meadow) Wildlife Management Area,44.4081,-69.22,FN54jj,US-ME,1,1,125,0,0
K-8456,Alonzo H. Garcelon Wildlife Management Area,44.3096,-69.6302,FN54eh,US-ME,1,1,16,0,0
K-8457,Cambridge Mainstream Wildlife Management Area,45.0493,-69.4135,FN55hb,US-ME,1,1,12,0,0
K-8458,Caesar Pond Wildlife Management Area,44.065,-69.9942,FN54ab,US-ME,1,1,229,0,0
K-8459,Erle R. Kelley (Dresden Bog) Wildlife Management Area,44.0956,-69.6929,FN54dc,US-ME,1,1,43,0,0
K-8460,Gawler Wildlife Management Area,44.449,-69.8317,FN54ck,US-ME,1,1,13,0,0
K-8461,Howard L. Mendall (Marsh stream) Wildlife Management Area,44.591,-68.865,FN54no,US-ME,2,2,94,0,0
K-8462,Jamies (Jimmie) Pond Wildlife Management Area,44.2857,-69.8522,FN54bg,US-ME,2,2,77,0,0
K-8463,Madawaska Bog Wildlife Management Area,44.8306,-69.3796,FN54ht,US-ME,0,0,0,0,0
K-8464,Martin Stream Wildlife Management Area,44.6352,-69.7466,FN54dp,US-ME,1,1,26,0,0
K-8465,St. Albans Wildlife Management Area,44.9022,-69.3187,FN54iv,US-ME,1,1,13,0,0
K-8466,Steve Powell (Swan Island) Wildlife Management Area,44.0872,-69.7948,FN54cc,US-ME,0,0,0,0,0
K-8467,Tyler Pond Wildlife Management Area,44.4016,-69.9781,FN54aj,US-ME,2,2,33,0,0
K-8468,R. Waldo Tyler (Weskeag Marsh) Wildlife Management Area,44.0791,-69.1417,FN54kb,US-ME,2,2,90,0,0
K-8469,Ducktrap River Wildlife Management Area,44.3301,-69.0448,FN54lh,US-ME,0,0,0,0,0
K-8470,Hurds Pond Wildlife Management Area,44.4911,-69.0309,FN54ll,US-ME,1,1,118,0,0
K-8471,Plymouth Bog Wildlife Management Area,44.7521,-69.3021,FN54is,US-ME,0,0,0,0,0
K-8472,Tolla Wolla Wildlife Management Area,44.395,-70.1566,FN44wj,US-ME,1,1,22,0,0
K-8473,Black Brook Flowage Wildlife Management Area,45.2278,-70.1677,FN45vf,US-ME,0,0,0,0,0
K-8474,Chesterville Wildlife Management Area,44.5365,-70.1058,FN44wm,US-ME,0,0,0,0,0
K-8475,Fahi Pond Wildlife Management Area,44.9186,-69.9182,FN54aw,US-ME,1,1,35,0,0
K-8476,Mercer Bog Wildlife Management Area,44.673,-69.9367,FN54aq,US-ME,1,1,17,0,0
K-8477,Stump (Bauds) Pond Wildlife Management Area,44.8232,-70.1126,FN44wt,US-ME,1,1,13,0,0
